"id_transacao";"data_hora";"dispositivo";"valor_solic";"valor_aut";"status";"ag_financeiro"
1384;"2020-06-01 16:50:17";743;5740.81;5740.81;0;1
1385;"2020-06-01 02:59:22";892;2769.46;2769.46;0;10
1386;"2020-06-01 04:23:59";248;7147.9;0.0;2;3
1387;"2020-06-01 19:00:35";32;1252.91;0.0;2;4
1388;"2020-06-01 17:41:55";105;6852.73;6852.73;0;1
1389;"2020-06-01 09:56:11";724;1525.47;0.0;1;8
1390;"2020-06-01 03:52:45";641;3585.38;0.0;2;3
1391;"2020-06-01 03:38:04";745;5619.67;0.0;1;1
1392;"2020-06-01 00:15:15";637;2800.8;0.0;1;9
1393;"2020-06-01 21:11:57";118;2935.7;2935.7;0;9
1394;"2020-06-01 00:20:15";938;1418.2;0.0;1;6
1395;"2020-06-01 22:01:04";114;2445.07;0.0;1;10
1396;"2020-06-01 14:35:15";506;9105.85;9105.85;0;1
1397;"2020-06-01 12:13:45";149;1369.71;0.0;1;1
1398;"2020-06-01 05:34:33";439;4361.85;4361.85;0;6
1399;"2020-06-01 10:52:34";824;4393.69;0.0;2;8
1400;"2020-06-01 12:15:54";781;6050.44;6050.44;0;6
1401;"2020-06-01 22:34:32";152;16.2;0.0;1;3
1402;"2020-06-01 00:27:00";38;2949.26;2949.26;0;5
1403;"2020-06-01 22:50:21";250;686.35;686.35;0;4
1404;"2020-06-01 23:58:36";558;567.74;0.0;2;3
1405;"2020-06-01 23:43:06";435;8927.8;0.0;1;4
1406;"2020-06-01 11:58:55";56;2426.49;2426.49;0;5
1407;"2020-06-01 11:49:26";513;8166.41;8166.41;0;9
1408;"2020-06-01 08:21:22";731;2152.06;0.0;1;10
1409;"2020-06-01 03:22:09";981;9659.96;0.0;1;5
1410;"2020-06-01 12:02:45";361;9244.06;9244.06;0;4
1411;"2020-06-01 00:19:35";472;3383.71;3383.71;0;3
1412;"2020-06-01 02:27:05";399;9910.1;0.0;2;7
1413;"2020-06-01 07:29:26";881;3380.93;0.0;2;6
1414;"2020-06-01 02:09:53";51;728.52;0.0;2;3
1415;"2020-06-01 23:20:49";599;6718.99;6718.99;0;10
1416;"2020-06-01 18:04:07";484;6475.12;0.0;1;4
1417;"2020-06-01 16:51:56";939;9417.93;0.0;2;3
1418;"2020-06-01 14:54:12";63;9716.14;9716.14;0;1
1419;"2020-06-01 03:21:08";404;4502.76;0.0;1;6
1420;"2020-06-01 10:36:56";670;2797.34;2797.34;0;9
1421;"2020-06-01 20:24:51";501;3479.95;0.0;2;4
1422;"2020-06-01 09:21:31";33;7815.54;0.0;2;9
1423;"2020-06-01 01:24:10";576;7202.37;7202.37;0;3
1424;"2020-06-01 02:51:44";138;5802.71;0.0;2;9
1425;"2020-06-01 03:53:45";38;9260.44;0.0;2;9
1426;"2020-06-01 22:45:00";503;7538.05;7538.05;0;3
1427;"2020-06-01 14:40:17";421;1057.1;0.0;1;9
1428;"2020-06-01 03:24:13";830;8577.64;8577.64;0;10
1429;"2020-06-01 16:07:40";342;3773.59;0.0;1;2
1430;"2020-06-01 12:04:44";300;4794.62;4794.62;0;8
1431;"2020-06-01 18:58:05";485;7035.59;7035.59;0;4
1432;"2020-06-01 17:47:56";109;91.3;0.0;2;6
1433;"2020-06-01 03:04:32";435;5615.84;0.0;1;8
1434;"2020-06-01 14:13:24";468;9205.25;9205.25;0;8
1435;"2020-06-01 09:44:15";379;4671.48;4671.48;0;10
1436;"2020-06-01 03:26:58";662;8507.91;0.0;1;5
1437;"2020-06-01 15:13:32";379;6369.55;0.0;2;4
1438;"2020-06-01 08:00:05";563;301.69;301.69;0;4
1439;"2020-06-01 16:35:51";877;9202.17;9202.17;0;3
1440;"2020-06-01 02:21:48";417;8869.82;8869.82;0;10
1441;"2020-06-01 17:51:57";147;8578.68;0.0;1;8
1442;"2020-06-01 00:36:23";463;3026.38;0.0;1;8
1443;"2020-06-01 13:24:55";276;8492.32;8492.32;0;7
1444;"2020-06-01 01:26:03";946;2348.52;2348.52;0;5
1445;"2020-06-01 12:01:16";578;9126.86;0.0;2;3
1446;"2020-06-01 01:42:18";0;5940.45;0.0;1;4
1447;"2020-06-01 02:05:09";759;1468.03;1468.03;0;4
1448;"2020-06-01 03:33:47";500;363.93;0.0;2;4
1449;"2020-06-01 23:02:48";124;4435.84;4435.84;0;7
1450;"2020-06-01 23:26:21";832;250.88;0.0;2;6
1451;"2020-06-01 08:56:01";207;2218.85;0.0;2;4
1452;"2020-06-01 07:33:03";294;2663.58;0.0;1;4
1453;"2020-06-01 06:34:09";756;3677.96;0.0;1;5
1454;"2020-06-01 16:37:08";869;7151.46;0.0;2;6
1455;"2020-06-01 23:18:55";396;3544.35;3544.35;0;8
1456;"2020-06-01 09:36:35";58;3931.5;0.0;1;8
1457;"2020-06-01 14:05:44";791;8159.13;0.0;1;7
1458;"2020-06-01 23:25:59";422;5044.88;0.0;2;7
1459;"2020-06-01 11:27:49";968;528.47;0.0;2;7
1460;"2020-06-01 13:53:13";119;8663.04;0.0;2;10
1461;"2020-06-01 18:37:14";831;9178.91;9178.91;0;10
1462;"2020-06-01 03:46:29";909;6972.52;0.0;2;2
1463;"2020-06-01 00:57:01";808;8718.76;8718.76;0;4
1464;"2020-06-01 22:44:54";401;8895.1;8895.1;0;7
1465;"2020-06-01 11:59:40";160;3012.75;0.0;1;6
1466;"2020-06-01 22:41:11";532;2026.28;0.0;1;3
1467;"2020-06-01 15:02:06";666;2669.76;0.0;1;3
1468;"2020-06-01 01:13:20";740;3922.2;3922.2;0;5
1469;"2020-06-01 13:22:27";82;186.16;0.0;2;8
1470;"2020-06-01 16:46:10";775;2651.19;0.0;2;3
1471;"2020-06-01 17:13:43";839;8978.42;0.0;1;7
1472;"2020-06-01 22:17:54";796;5357.65;0.0;1;5
1473;"2020-06-01 20:10:22";641;6924.06;0.0;1;3
1474;"2020-06-01 20:01:07";889;2569.97;0.0;1;1
1475;"2020-06-01 09:43:32";708;3496.44;0.0;2;4
1476;"2020-06-01 15:46:57";584;4814.78;4814.78;0;1
1477;"2020-06-01 03:09:00";21;9558.47;0.0;2;1
1478;"2020-06-01 06:01:06";731;7570.48;0.0;2;8
1479;"2020-06-01 09:20:24";645;5148.34;0.0;2;7
1480;"2020-06-01 21:41:59";282;5086.87;0.0;1;6
1481;"2020-06-01 00:16:12";631;7766.08;7766.08;0;1
1482;"2020-06-01 11:28:47";369;3594.16;0.0;2;9
1483;"2020-06-01 14:20:56";509;8715.87;0.0;2;5
1484;"2020-06-01 11:54:39";489;8995.42;0.0;2;10
1485;"2020-06-01 00:35:14";493;9782.11;0.0;2;7
1486;"2020-06-01 09:25:22";838;3448.5;3448.5;0;10
1487;"2020-06-01 12:45:11";468;6068.36;6068.36;0;3
1488;"2020-06-01 07:32:44";454;3054.81;0.0;2;8
1489;"2020-06-01 23:21:45";20;2200.18;0.0;1;9
1490;"2020-06-01 21:19:25";211;5038.66;0.0;1;6
1491;"2020-06-01 15:35:52";292;9625.42;0.0;1;6
1492;"2020-06-01 00:12:54";90;5767.6;5767.6;0;2
1493;"2020-06-01 23:22:39";609;8618.1;0.0;1;5
1494;"2020-06-01 04:45:43";878;273.2;0.0;1;4
1495;"2020-06-01 10:57:19";555;3332.31;0.0;2;2
1496;"2020-06-01 10:28:37";686;2718.09;0.0;2;10
1497;"2020-06-01 21:30:37";709;5227.38;0.0;1;4
1498;"2020-06-01 06:49:29";458;4746.22;0.0;1;2
1499;"2020-06-01 04:15:05";339;5110.25;0.0;1;1
1500;"2020-06-01 12:27:59";252;2672.78;0.0;2;9
1501;"2020-06-01 12:45:36";122;7469.74;0.0;2;1
1502;"2020-06-01 12:20:20";239;3932.9;0.0;1;10
1503;"2020-06-01 22:19:54";73;612.72;0.0;1;9
1504;"2020-06-01 01:46:55";290;625.0;625.0;0;5
1505;"2020-06-01 10:45:21";246;96.71;96.71;0;10
1506;"2020-06-01 03:27:49";345;1957.63;1957.63;0;10
1507;"2020-06-01 10:10:05";41;1175.83;1175.83;0;6
1508;"2020-06-01 04:31:29";569;5136.86;0.0;1;4
1509;"2020-06-01 20:51:37";857;3368.88;3368.88;0;3
1510;"2020-06-01 04:30:37";1;4003.83;4003.83;0;2
1511;"2020-06-01 18:51:31";892;9094.55;0.0;2;4
1512;"2020-06-01 15:48:56";83;8435.29;0.0;1;5
1513;"2020-06-01 04:23:29";700;719.09;0.0;1;1
1514;"2020-06-01 21:59:15";389;3131.76;0.0;2;2
1515;"2020-06-01 02:19:20";124;788.71;0.0;2;8
1516;"2020-06-01 18:54:39";883;8509.86;0.0;2;6
1517;"2020-06-01 00:32:00";804;7979.49;0.0;2;9
1518;"2020-06-01 19:29:34";453;6655.34;0.0;1;3
1519;"2020-06-01 12:36:26";84;3041.34;3041.34;0;8
1520;"2020-06-01 02:05:50";863;2938.66;2938.66;0;9
1521;"2020-06-01 23:37:06";875;1235.07;0.0;2;4
1522;"2020-06-01 10:14:13";900;6301.32;6301.32;0;9
1523;"2020-06-01 20:45:16";389;9298.95;0.0;1;8
1524;"2020-06-01 01:33:31";820;4334.59;4334.59;0;4
1525;"2020-06-01 17:07:48";481;9516.76;0.0;2;6
1526;"2020-06-01 16:18:25";284;133.93;0.0;1;2
1527;"2020-06-01 03:49:46";7;2017.27;2017.27;0;10
1528;"2020-06-01 06:51:34";251;7157.72;0.0;2;3
1529;"2020-06-01 21:51:12";974;9885.04;0.0;2;9
1530;"2020-06-01 05:47:07";651;2675.32;2675.32;0;7
1531;"2020-06-01 01:59:18";351;3217.64;0.0;1;1
1532;"2020-06-01 07:05:10";330;5180.56;0.0;2;3
1533;"2020-06-01 06:16:45";175;5980.42;0.0;1;2
1534;"2020-06-01 23:53:09";669;2786.92;0.0;1;6
1535;"2020-06-01 07:56:36";824;8788.52;0.0;2;6
1536;"2020-06-01 10:36:34";421;8121.66;0.0;2;5
1537;"2020-06-01 10:11:40";828;6830.12;0.0;2;5
1538;"2020-06-01 18:37:37";447;6699.18;6699.18;0;5
1539;"2020-06-01 00:10:47";108;2622.98;0.0;1;2
1540;"2020-06-01 15:10:07";207;4878.74;0.0;1;7
1541;"2020-06-01 22:23:40";684;600.43;0.0;2;9
1542;"2020-06-01 21:13:17";501;6086.72;0.0;1;3
1543;"2020-06-01 23:56:31";324;4427.44;4427.44;0;3
1544;"2020-06-01 01:05:51";162;9396.27;9396.27;0;3
1545;"2020-06-01 07:15:37";790;8072.43;8072.43;0;7
1546;"2020-06-01 23:57:21";320;8283.44;0.0;2;9
1547;"2020-06-01 03:25:29";824;9968.35;0.0;1;6
1548;"2020-06-01 02:13:24";583;3493.36;0.0;1;7
1549;"2020-06-01 14:37:25";149;2893.83;0.0;2;2
1550;"2020-06-01 09:17:02";987;7616.66;0.0;1;8
1551;"2020-06-01 22:11:34";903;4642.84;4642.84;0;2
1552;"2020-06-01 22:11:31";793;8956.37;0.0;2;7
1553;"2020-06-01 00:48:54";413;122.94;0.0;2;7
1554;"2020-06-01 23:46:30";88;3411.91;3411.91;0;3
1555;"2020-06-01 04:36:03";172;565.75;0.0;2;10
1556;"2020-06-01 08:23:57";371;8866.54;0.0;1;7
1557;"2020-06-01 16:35:48";595;1230.76;0.0;2;8
1558;"2020-06-01 22:37:05";850;1479.32;0.0;1;4
1559;"2020-06-01 10:54:12";555;3859.96;0.0;1;2
1560;"2020-06-01 14:25:39";389;5486.66;0.0;2;2
1561;"2020-06-01 14:19:25";14;2565.46;2565.46;0;1
1562;"2020-06-01 09:09:18";13;1840.41;1840.41;0;8
1563;"2020-06-01 06:15:54";98;2518.12;0.0;2;6
1564;"2020-06-01 17:45:57";651;9071.71;9071.71;0;2
1565;"2020-06-01 00:25:33";799;5308.53;0.0;1;7
1566;"2020-06-01 07:14:44";376;6088.26;6088.26;0;4
1567;"2020-06-01 23:01:40";752;6073.51;0.0;2;6
1568;"2020-06-01 22:43:27";810;8696.77;8696.77;0;5
1569;"2020-06-01 05:40:55";236;8165.22;0.0;2;1
1570;"2020-06-01 09:48:56";291;3096.75;0.0;2;6
1571;"2020-06-01 11:03:35";268;6373.96;0.0;2;1
1572;"2020-06-01 07:43:01";968;2611.87;2611.87;0;9
1573;"2020-06-01 00:58:53";81;9431.8;9431.8;0;1
1574;"2020-06-01 15:24:33";535;1804.1;0.0;2;2
1575;"2020-06-01 12:25:34";50;3997.22;3997.22;0;4
1576;"2020-06-01 22:34:48";29;1736.57;1736.57;0;3
1577;"2020-06-01 09:16:26";722;2670.42;2670.42;0;10
1578;"2020-06-01 07:17:38";109;4493.16;0.0;1;2
1579;"2020-06-01 00:58:22";557;7277.66;7277.66;0;8
1580;"2020-06-01 12:02:15";549;5698.41;0.0;2;6
1581;"2020-06-01 02:29:13";626;9997.59;0.0;1;6
1582;"2020-06-01 13:05:19";401;3375.96;0.0;1;8
1583;"2020-06-01 02:38:28";297;533.31;0.0;2;2
1584;"2020-06-01 12:14:38";225;6297.63;0.0;2;6
1585;"2020-06-01 07:06:18";2;8955.18;0.0;1;9
1586;"2020-06-01 00:11:46";0;7361.9;0.0;1;10
1587;"2020-06-01 16:43:59";938;4888.99;4888.99;0;7
1588;"2020-06-01 04:01:00";405;8446.71;8446.71;0;5
1589;"2020-06-01 10:30:03";967;3083.35;3083.35;0;1
1590;"2020-06-01 23:09:30";131;4649.06;0.0;2;4
1591;"2020-06-01 05:08:31";294;9085.35;0.0;1;9
1592;"2020-06-01 09:24:49";140;3486.8;0.0;2;1
1593;"2020-06-01 09:18:50";703;2652.44;0.0;1;6
1594;"2020-06-01 03:26:13";239;225.14;225.14;0;6
1595;"2020-06-01 05:09:11";132;8845.23;0.0;1;1
1596;"2020-06-01 01:13:28";303;4324.13;0.0;2;3
1597;"2020-06-01 13:28:49";209;536.69;536.69;0;1
1598;"2020-06-01 19:08:54";708;5499.52;0.0;2;4
1599;"2020-06-01 14:19:16";773;1738.02;1738.02;0;1
1600;"2020-06-01 19:39:09";170;6057.77;6057.77;0;5
1601;"2020-06-01 03:42:41";207;8925.05;8925.05;0;3
1602;"2020-06-01 13:27:46";0;109.94;0.0;1;4
1603;"2020-06-01 02:26:25";373;39.27;0.0;1;7
1604;"2020-06-01 16:04:24";610;9686.66;9686.66;0;9
1605;"2020-06-01 11:48:35";632;5465.09;5465.09;0;10
1606;"2020-06-01 08:20:07";703;3457.32;0.0;1;5
1607;"2020-06-01 00:12:48";545;6826.96;0.0;2;9
1608;"2020-06-01 07:42:32";694;86.65;86.65;0;2
1609;"2020-06-01 14:16:22";839;2523.74;0.0;2;4
1610;"2020-06-01 08:34:44";31;5719.33;0.0;2;4
1611;"2020-06-01 01:42:01";659;487.29;487.29;0;8
1612;"2020-06-01 17:13:44";968;2739.93;0.0;1;9
1613;"2020-06-01 06:41:25";258;524.06;0.0;1;8
1614;"2020-06-01 15:08:34";283;4978.19;0.0;2;10
1615;"2020-06-01 16:38:26";684;9922.51;9922.51;0;7
1616;"2020-06-01 09:07:13";105;6677.39;0.0;2;8
1617;"2020-06-01 22:16:45";722;5780.12;5780.12;0;5
1618;"2020-06-01 14:34:10";552;8670.37;8670.37;0;4
1619;"2020-06-01 13:28:48";835;7059.22;0.0;2;6
1620;"2020-06-01 11:29:45";807;3760.55;0.0;1;8
1621;"2020-06-01 14:55:29";8;4902.27;0.0;1;2
1622;"2020-06-01 17:52:08";696;3825.63;0.0;2;8
1623;"2020-06-01 12:07:30";605;4750.44;0.0;1;6
1624;"2020-06-01 09:18:05";44;6783.17;6783.17;0;6
1625;"2020-06-01 23:00:13";388;1683.44;0.0;2;10
1626;"2020-06-01 12:21:18";135;1510.23;1510.23;0;6
1627;"2020-06-01 11:05:29";878;6845.71;6845.71;0;1
1628;"2020-06-01 03:37:45";663;913.89;0.0;2;1
1629;"2020-06-01 02:45:25";52;8401.92;0.0;2;9
1630;"2020-06-01 12:07:40";474;6523.73;6523.73;0;10
1631;"2020-06-01 07:35:34";894;3073.32;0.0;1;2
1632;"2020-06-01 06:47:42";304;4729.41;0.0;1;3
1633;"2020-06-01 23:41:57";266;1689.34;0.0;2;1
1634;"2020-06-01 08:13:51";292;3721.12;3721.12;0;5
1635;"2020-06-01 12:38:21";732;4434.73;4434.73;0;10
1636;"2020-06-01 00:26:32";304;8504.01;0.0;2;4
1637;"2020-06-01 08:02:16";959;3512.96;0.0;1;6
1638;"2020-06-01 21:30:32";588;7341.94;7341.94;0;10
1639;"2020-06-01 11:32:59";745;5055.89;5055.89;0;9
1640;"2020-06-01 23:00:00";911;8524.64;0.0;2;5
1641;"2020-06-01 19:41:46";152;409.02;0.0;1;5
1642;"2020-06-01 02:08:48";499;9425.03;0.0;1;8
1643;"2020-06-01 23:25:05";71;3871.55;0.0;2;10
1644;"2020-06-01 04:49:51";622;6991.79;0.0;2;2
1645;"2020-06-01 00:25:37";264;8879.51;8879.51;0;5
1646;"2020-06-01 18:15:08";778;7772.57;0.0;2;8
1647;"2020-06-01 18:21:26";871;4137.85;0.0;1;9
1648;"2020-06-01 10:18:04";841;7544.93;0.0;1;9
1649;"2020-06-01 18:34:39";770;1827.53;0.0;1;4
1650;"2020-06-01 06:34:19";400;2999.26;0.0;2;10
1651;"2020-06-01 10:14:41";325;575.23;0.0;2;10
1652;"2020-06-01 05:27:44";308;6617.24;0.0;2;6
1653;"2020-06-01 03:17:39";55;56.87;0.0;2;10
1654;"2020-06-01 14:42:49";312;7962.08;7962.08;0;4
1655;"2020-06-01 07:35:46";752;2937.56;0.0;1;4
1656;"2020-06-01 16:32:53";882;677.98;0.0;1;10
1657;"2020-06-01 06:09:56";536;4199.2;0.0;1;7
1658;"2020-06-01 22:55:32";923;1313.69;0.0;1;5
1659;"2020-06-01 17:29:48";346;985.38;0.0;1;3
1660;"2020-06-01 23:06:05";261;8961.8;0.0;1;4
1661;"2020-06-01 07:54:26";187;5957.72;0.0;1;9
1662;"2020-06-01 15:32:06";389;56.98;0.0;1;5
1663;"2020-06-01 19:00:46";58;9210.05;0.0;2;6
1664;"2020-06-01 11:07:19";101;512.71;512.71;0;5
1665;"2020-06-01 08:54:15";631;3269.09;3269.09;0;1
1666;"2020-06-01 17:29:35";31;3800.63;3800.63;0;4
1667;"2020-06-01 08:24:15";76;212.3;0.0;1;2
1668;"2020-06-01 20:46:36";746;3286.72;0.0;2;4
1669;"2020-06-01 23:08:35";742;1885.73;1885.73;0;6
1670;"2020-06-01 01:23:25";438;5925.43;0.0;1;6
1671;"2020-06-01 06:58:42";136;3382.82;3382.82;0;1
1672;"2020-06-01 20:36:35";425;1660.33;0.0;2;1
1673;"2020-06-01 22:46:02";496;5968.51;0.0;1;3
1674;"2020-06-01 00:27:17";870;4068.25;0.0;1;3
1675;"2020-06-01 11:52:34";554;464.22;0.0;1;6
1676;"2020-06-01 06:51:33";259;6983.32;0.0;1;4
1677;"2020-06-01 03:33:25";338;2555.23;0.0;1;5
1678;"2020-06-01 16:25:18";524;4215.29;0.0;1;6
1679;"2020-06-01 12:28:52";396;1692.76;0.0;1;9
1680;"2020-06-01 08:46:59";801;3792.77;0.0;1;6
1681;"2020-06-01 02:24:34";858;9233.32;0.0;2;4
1682;"2020-06-01 12:53:52";10;9268.62;0.0;2;8
1683;"2020-06-01 17:37:54";646;5524.88;5524.88;0;3
1684;"2020-06-01 15:47:45";105;1971.1;1971.1;0;3
1685;"2020-06-01 05:37:16";893;995.22;0.0;1;10
1686;"2020-06-01 18:26:17";127;4209.73;0.0;2;4
1687;"2020-06-01 20:49:45";466;1447.79;0.0;2;10
1688;"2020-06-01 20:57:28";424;2484.59;2484.59;0;9
1689;"2020-06-01 00:20:59";387;1093.33;0.0;1;3
1690;"2020-06-01 10:50:23";549;5931.06;0.0;2;4
1691;"2020-06-01 02:44:28";850;9054.98;0.0;2;9
1692;"2020-06-01 20:31:44";656;1379.81;0.0;1;8
1693;"2020-06-01 02:46:30";463;1736.23;1736.23;0;10
1694;"2020-06-01 04:41:26";498;6441.22;0.0;1;7
1695;"2020-06-01 03:26:22";980;7436.52;0.0;2;4
1696;"2020-06-01 19:54:30";530;3443.97;0.0;1;3
1697;"2020-06-01 16:06:03";110;3681.25;0.0;2;2
1698;"2020-06-01 17:41:29";794;3472.01;0.0;1;1
1699;"2020-06-01 13:16:52";521;6990.96;6990.96;0;3
1700;"2020-06-01 22:06:08";287;3351.04;3351.04;0;7
1701;"2020-06-01 16:07:22";754;9178.49;9178.49;0;4
1702;"2020-06-01 16:22:24";847;2524.9;0.0;2;2
1703;"2020-06-01 13:17:39";846;1009.44;0.0;1;7
1704;"2020-06-01 00:34:31";219;8219.13;8219.13;0;5
1705;"2020-06-01 08:46:30";683;309.59;0.0;2;2
1706;"2020-06-01 22:45:05";257;9092.14;0.0;1;10
1707;"2020-06-01 15:33:19";899;6814.47;0.0;1;7
1708;"2020-06-01 02:50:22";965;1295.73;0.0;2;7
1709;"2020-06-01 17:46:50";925;4539.72;0.0;1;2
1710;"2020-06-01 16:04:54";583;9172.23;9172.23;0;8
1711;"2020-06-01 21:14:27";863;5855.03;0.0;2;5
1712;"2020-06-01 01:47:06";806;1965.72;0.0;2;1
1713;"2020-06-01 04:13:14";620;1264.1;0.0;1;2
1714;"2020-06-01 09:24:59";705;271.81;271.81;0;2
1715;"2020-06-01 02:21:15";284;8965.98;8965.98;0;9
1716;"2020-06-01 02:27:02";481;2443.16;0.0;1;5
1717;"2020-06-01 23:59:55";284;7281.2;0.0;1;10
1718;"2020-06-01 18:30:06";855;3845.92;0.0;2;4
1719;"2020-06-01 03:02:12";541;6994.3;0.0;2;5
1720;"2020-06-01 14:13:49";176;6361.47;0.0;2;10
1721;"2020-06-01 17:23:57";609;5461.94;0.0;1;4
1722;"2020-06-01 08:53:46";993;3575.63;0.0;2;5
1723;"2020-06-01 14:09:46";717;8176.04;0.0;1;2
1724;"2020-06-01 23:03:58";304;9017.53;0.0;2;2
1725;"2020-06-01 07:17:00";492;9410.31;9410.31;0;1
1726;"2020-06-01 23:31:36";615;2016.97;0.0;2;4
1727;"2020-06-01 14:56:14";990;2017.09;0.0;2;1
1728;"2020-06-01 16:45:47";639;3253.73;0.0;1;2
1729;"2020-06-01 10:49:13";12;7623.26;0.0;1;4
1730;"2020-06-01 01:41:08";420;977.26;0.0;1;2
1731;"2020-06-01 10:36:46";534;4987.58;0.0;1;7
1732;"2020-06-01 10:57:15";49;8878.1;0.0;2;8
1733;"2020-06-01 21:59:15";882;3558.18;0.0;1;4
1734;"2020-06-01 18:13:39";445;8484.84;0.0;2;5
1735;"2020-06-01 09:23:52";731;6083.71;6083.71;0;7
1736;"2020-06-01 12:08:50";757;7126.09;0.0;1;2
1737;"2020-06-01 21:13:36";650;3104.49;0.0;2;1
1738;"2020-06-01 13:50:58";334;7415.22;0.0;1;7
1739;"2020-06-01 06:53:47";151;242.67;0.0;2;8
1740;"2020-06-01 09:12:54";536;4958.67;0.0;1;3
1741;"2020-06-01 01:37:02";503;8230.72;0.0;1;4
1742;"2020-06-01 04:19:00";379;7721.73;0.0;2;4
1743;"2020-06-01 09:08:21";285;4715.19;0.0;2;8
1744;"2020-06-01 02:32:04";628;6969.82;0.0;1;1
1745;"2020-06-01 14:53:29";10;5041.82;0.0;2;9
1746;"2020-06-01 20:18:39";733;5790.77;0.0;2;9
1747;"2020-06-01 11:29:05";431;7807.16;7807.16;0;3
1748;"2020-06-01 22:05:59";428;5342.55;5342.55;0;9
1749;"2020-06-01 10:42:21";499;6131.62;0.0;2;10
1750;"2020-06-01 17:11:12";959;701.74;0.0;2;1
1751;"2020-06-01 13:15:48";417;895.69;0.0;2;4
1752;"2020-06-01 21:20:26";122;646.23;646.23;0;2
1753;"2020-06-01 14:25:49";951;953.23;0.0;2;7
1754;"2020-06-01 00:33:00";578;8118.71;0.0;2;3
1755;"2020-06-01 05:58:10";7;3306.74;3306.74;0;3
1756;"2020-06-01 21:32:31";433;8308.74;0.0;2;6
1757;"2020-06-01 15:07:34";433;3955.65;0.0;1;6
1758;"2020-06-01 00:44:02";754;8176.04;8176.04;0;3
1759;"2020-06-01 23:15:56";869;5510.55;0.0;2;8
1760;"2020-06-01 13:11:53";550;7325.78;0.0;1;10
1761;"2020-06-01 19:34:11";39;8447.7;0.0;1;5
1762;"2020-06-01 09:37:18";577;4042.06;0.0;2;2
1763;"2020-06-01 14:44:55";899;9147.76;0.0;1;5
1764;"2020-06-01 09:48:57";49;9185.43;0.0;1;10
1765;"2020-06-01 04:20:39";157;4550.77;0.0;2;10
1766;"2020-06-01 03:33:09";573;2854.86;2854.86;0;6
1767;"2020-06-01 21:35:03";464;2643.24;0.0;2;6
1768;"2020-06-01 16:24:08";233;6089.86;6089.86;0;2
1769;"2020-06-01 09:00:01";616;2189.82;2189.82;0;5
1770;"2020-06-01 06:06:43";149;421.62;0.0;1;9
1771;"2020-06-01 19:54:55";814;8596.26;0.0;2;2
1772;"2020-06-01 21:51:07";848;8346.65;8346.65;0;10
1773;"2020-06-01 13:15:06";852;4847.39;0.0;2;6
1774;"2020-06-01 21:30:32";625;5457.28;0.0;1;1
1775;"2020-06-01 12:12:25";424;3754.85;0.0;2;3
1776;"2020-06-01 07:30:25";487;1281.33;0.0;2;10
1777;"2020-06-01 14:32:49";709;6768.34;0.0;1;4
1778;"2020-06-01 10:52:45";319;8211.23;0.0;2;1
1779;"2020-06-01 00:41:20";454;4188.7;4188.7;0;7
1780;"2020-06-01 06:54:23";267;2188.07;0.0;1;10
1781;"2020-06-01 00:49:50";839;5453.33;5453.33;0;1
1782;"2020-06-01 23:25:52";834;2089.75;2089.75;0;8
1783;"2020-06-01 10:56:28";777;7269.37;7269.37;0;9
1784;"2020-06-01 13:21:15";478;7689.57;7689.57;0;6
1785;"2020-06-01 18:32:32";890;2617.12;0.0;1;10
1786;"2020-06-01 02:11:07";275;5329.82;5329.82;0;3
1787;"2020-06-01 16:18:44";226;8247.76;0.0;2;1
1788;"2020-06-01 06:26:13";909;1417.84;0.0;1;2
1789;"2020-06-01 10:30:24";764;312.88;312.88;0;10
1790;"2020-06-01 23:36:50";563;2914.32;2914.32;0;1
1791;"2020-06-01 19:18:40";694;2588.42;0.0;1;4
1792;"2020-06-01 01:29:04";453;1156.11;0.0;1;3
1793;"2020-06-01 11:18:57";198;4636.89;0.0;1;4
1794;"2020-06-01 13:16:56";315;6741.0;0.0;2;5
1795;"2020-06-01 20:57:09";682;5776.68;5776.68;0;2
1796;"2020-06-01 02:23:46";316;3498.46;0.0;2;7
1797;"2020-06-01 07:00:25";783;7328.29;0.0;2;7
1798;"2020-06-01 09:43:59";975;4567.44;0.0;1;3
1799;"2020-06-01 11:56:00";631;58.59;0.0;1;5
1800;"2020-06-01 20:50:08";815;2686.68;2686.68;0;6
1801;"2020-06-01 07:00:21";233;5666.19;0.0;2;3
1802;"2020-06-01 19:51:33";926;5451.31;0.0;2;9
1803;"2020-06-01 19:52:05";72;2505.63;0.0;1;2
1804;"2020-06-01 20:14:28";226;8575.57;8575.57;0;6
1805;"2020-06-01 22:10:59";342;3342.37;0.0;2;3
1806;"2020-06-01 16:30:19";264;1290.31;1290.31;0;2
1807;"2020-06-01 18:04:37";130;915.07;0.0;2;1
1808;"2020-06-01 15:51:43";544;6655.74;0.0;2;1
1809;"2020-06-01 02:56:43";523;9450.07;9450.07;0;7
1810;"2020-06-01 02:17:20";729;637.95;0.0;1;9
1811;"2020-06-01 06:21:53";356;3363.43;0.0;2;1
1812;"2020-06-01 01:53:27";268;729.61;729.61;0;9
1813;"2020-06-01 01:32:22";164;9380.35;0.0;1;7
1814;"2020-06-01 00:41:13";990;2231.74;0.0;1;8
1815;"2020-06-01 03:50:52";131;3724.94;3724.94;0;5
1816;"2020-06-01 18:28:05";428;6189.28;0.0;1;1
